Time,State,Humidity,Temperature
1,Before,43.38333333,32.21666667
2,Before,43.40333333,32.28
3,Before,43.11333333,32.32333333
4,Before,43.23333333,32.39333333
5,Before,43.13666667,32.45333333
6,Before,42.98333333,32.48333333
7,Before,43.10333333,32.52666667
8,Before,42.87333333,32.54
9,Before,43,32.56666667
10,Before,43.24333333,32.58666667
11,Before,43.18333333,32.55333333
12,Before,43.33,32.54333333
13,Before,43.22333333,32.51666667
14,Before,43.21,32.50333333
15,Before,43.18333333,32.46333333
16,Before,43.01,32.42333333
17,Before,43.08333333,32.38666667
18,Before,43.35333333,32.35666667
19,Before,43.40333333,32.3
20,Before,43.27333333,32.23333333
21,Before,43.25666667,32.18333333
22,After,43.11666667,32.23666667
23,After,43.15666667,32.30333333
24,After,42.82,32.34666667
25,After,42.95333333,32.41666667
26,After,42.87,32.47666667
27,After,42.7,32.50666667
28,After,42.79666667,32.55333333
29,After,42.57,32.57
30,After,42.67666667,32.60666667
31,After,42.93,32.63
32,After,42.84666667,32.61333333
33,After,42.97333333,32.61333333
34,After,42.84666667,32.58666667
35,After,42.83,32.56666667
36,After,42.78333333,32.54666667
37,After,42.62,32.50666667
38,After,42.66,32.48
39,After,42.92,32.45333333
40,After,42.95,32.41333333
41,After,42.82,32.35
42,After,42.78,32.3
