Time,State,Humidity,Temperature
1,Before,38.25,39.95
2,Before,38.22,40.01333333
3,Before,37.99666667,40.06666667
4,Before,38.22,40.15666667
5,Before,38.15,40.18333333
6,Before,37.93666667,40.19
7,Before,37.72333333,40.18
8,Before,37.76,40.18666667
9,Before,38.01,40.20333333
10,Before,37.91333333,40.16666667
11,Before,37.76666667,40.13333333
12,Before,38.07666667,40.15333333
13,Before,38.00333333,40.13333333
14,Before,37.85666667,40.1
15,Before,37.88333333,40.10666667
16,Before,37.79666667,40.08666667
17,Before,38.18333333,40.12333333
18,Before,38.08666667,40.11
19,Before,37.92,40.1
20,Before,37.71333333,40.08333333
21,Before,37.53333333,40.08666667
22,After,38.30333333,39.80666667
23,After,38.3,39.87666667
24,After,38.08,39.94
25,After,38.30333333,40.03666667
26,After,38.15333333,40.08666667
27,After,37.93,40.10333333
28,After,37.70333333,40.1
29,After,37.69333333,40.12
30,After,37.94333333,40.14333333
31,After,37.81333333,40.13666667
32,After,37.64666667,40.10333333
33,After,37.94333333,40.13
34,After,37.84666667,40.11666667
35,After,37.69333333,40.09666667
36,After,37.72666667,40.11
37,After,37.62,40.09333333
38,After,37.98,40.12666667
39,After,37.89333333,40.12666667
40,After,37.71666667,40.11
41,After,37.5,40.1
42,After,37.32333333,40.09666667
