Time,State,Humidity,Temperature
1,Before,57.75,31.86333333
2,Before,57.63333333,31.86666667
3,Before,57.71333333,31.89333333
4,Before,57.52333333,31.91
5,Before,57.61,31.91666667
6,Before,57.50333333,31.91666667
7,Before,57.16666667,31.93333333
8,Before,56.74666667,31.92
9,Before,56.29,31.92
10,Before,55.8,31.90666667
11,Before,55.29,31.91
12,After,57.42666667,31.82333333
13,After,57.44666667,31.82333333
14,After,57.51666667,31.84
15,After,57.47333333,31.84333333
16,After,57.49666667,31.84
17,After,57.49666667,31.84333333
18,After,57.31333333,31.84333333
19,After,57,31.85
20,After,56.63,31.84333333
21,After,56.23666667,31.83
22,After,55.79,31.82
