Time,State,Humidity,Temperature
1,Before,35.65333333,39.76
2,Before,35.54333333,39.76666667
3,Before,35.50666667,39.76666667
4,Before,35.52,39.77333333
5,Before,36.04,39.78
6,Before,37.02,39.81333333
7,Before,38.07,39.83333333
8,Before,38.87666667,39.85666667
9,Before,39.96333333,39.88333333
10,Before,41.16666667,39.92
11,Before,42.46333333,39.93333333
12,Before,43.23666667,39.96666667
13,Before,43.40333333,39.98333333
14,Before,43.27,39.97666667
15,Before,43.03666667,39.96666667
16,Before,42.76333333,39.97666667
17,Before,42.45666667,39.96333333
18,Before,42.22333333,39.95333333
19,Before,42.61,39.96
20,Before,43.16333333,39.95333333
21,Before,43.34,39.95
22,After,35.98,39.66
23,After,36.07333333,39.63666667
24,After,36,39.63333333
25,After,36.06,39.61333333
26,After,36.29666667,39.60333333
27,After,36.93,39.61666667
28,After,37.82666667,39.62333333
29,After,38.59666667,39.64
30,After,39.47,39.63
31,After,40.52333333,39.67
32,After,41.54,39.68666667
33,After,42.58333333,39.71666667
34,After,43.06,39.73666667
35,After,43.22333333,39.75333333
36,After,43.22666667,39.74666667
37,After,43.06,39.75
38,After,42.84,39.74666667
39,After,42.62,39.74666667
40,After,42.69,39.74333333
41,After,43.07333333,39.75
42,After,43.37666667,39.76
