Time,State,Temperature,Humidity
1,Before,39.51666667,69.94333333
2,Before,39.52666667,70.10666667
3,Before,39.53,70.05666667
4,Before,39.55333333,69.90333333
5,Before,39.56666667,69.55333333
6,Before,39.56333333,69.04333333
7,Before,39.56666667,68.49
8,Before,39.56,67.78666667
9,Before,39.56333333,66.99
10,Before,39.57666667,66.41
11,Before,39.57333333,65.73
12,Before,39.58666667,65.60666667
13,Before,39.62666667,67.46
14,Before,39.67,69.21333333
15,Before,39.66,68.98333333
16,Before,39.69,70.16333333
17,Before,39.67666667,70.03333333
18,Before,39.68333333,70.45666667
19,Before,39.67666667,70.49333333
20,Before,39.67,70.10333333
21,Before,39.65666667,69.86666667
22,After,39.55666667,69.87
23,After,39.55666667,70.06
24,After,39.57,70
25,After,39.57,69.87
26,After,39.57666667,69.53
27,After,39.58,69.05
28,After,39.58666667,68.51333333
29,After,39.59333333,67.79333333
30,After,39.59,66.99666667
31,After,39.58666667,66.4
32,After,39.58666667,65.72
33,After,39.60666667,65.57
34,After,39.63666667,67.42333333
35,After,39.67666667,69.16333333
36,After,39.68,68.96333333
37,After,39.70333333,70.22
38,After,39.68333333,70.04333333
39,After,39.69,70.52666667
40,After,39.67666667,70.53333333
41,After,39.66666667,70.11
42,After,39.65333333,69.96666667
