Time,State,Temperature,Humidity
1,Before,37.08,57.89333333
2,Before,37.11666667,58.21666667
3,Before,37.12,58.11
4,Before,37.14333333,58.17666667
5,Before,37.15,57.92666667
6,Before,37.17666667,57.78666667
7,Before,37.18333333,57.60666667
8,Before,37.18333333,57.66333333
9,Before,37.18333333,57.62666667
10,Before,37.19,57.65
11,Before,37.18333333,57.76666667
12,Before,37.18333333,57.69333333
13,Before,37.15666667,57.65666667
14,Before,37.15,57.57
15,Before,37.13333333,57.53666667
16,Before,37.11,57.19
17,Before,37.07666667,56.76333333
18,Before,37.04666667,56.71
19,Before,37.01333333,56.53333333
20,Before,36.99,56.47333333
21,Before,36.94666667,56.17666667
22,After,37.03,57.97
23,After,37.03333333,58.28
24,After,37.03666667,58.36333333
25,After,37.04,58.41
26,After,37.04,58.31333333
27,After,37.04333333,58.17666667
28,After,37.04666667,58.05
29,After,37.05,58.08
30,After,37.05,58.00333333
31,After,37.05,58.09
32,After,37.05666667,58.09
33,After,37.05,58.1
34,After,37.03666667,58.05666667
35,After,37.03333333,57.91666667
36,After,37.03333333,57.91666667
37,After,37.01,57.61666667
38,After,36.99666667,57.18333333
39,After,36.97,57.03
40,After,36.95,56.84333333
41,After,36.93333333,56.78
42,After,36.9,56.47
