Time,State,Humidity,Temperature
1,Before,42.54333333,35.73666667
2,Before,42.43333333,35.76666667
3,Before,42.37,35.79333333
4,Before,42.39333333,35.82333333
5,Before,42.36333333,35.86
6,Before,42.33333333,35.88333333
7,Before,42.22,35.90666667
8,Before,42.00333333,35.93333333
9,Before,41.77333333,35.94
10,Before,41.57,35.96333333
11,Before,41.46666667,35.98333333
12,Before,41.4,36.01
13,Before,41.26,36.02666667
14,Before,41.06666667,36.04333333
15,Before,40.86,36.05
16,Before,40.69666667,36.07
17,Before,40.63,36.09
18,Before,40.56333333,36.11
19,Before,40.52,36.12666667
20,Before,40.42666667,36.13666667
21,Before,40.14666667,36.13
22,After,42.23,35.78333333
23,After,42.12,35.81666667
24,After,42.04,35.84666667
25,After,42.06666667,35.87666667
26,After,42.04666667,35.90333333
27,After,42.02666667,35.94333333
28,After,41.90333333,35.96
29,After,41.69666667,35.98
30,After,41.44666667,35.99666667
31,After,41.23666667,36.01666667
32,After,41.14666667,36.03666667
33,After,41.08,36.06
34,After,40.94333333,36.08
35,After,40.76,36.09666667
36,After,40.54,36.11
37,After,40.37666667,36.12
38,After,40.31,36.14666667
39,After,40.25666667,36.16
40,After,40.21,36.18333333
41,After,40.10666667,36.19333333
42,After,39.84,36.19
