Time,State,Temperature,Humidity
1,Before,39.38333333,71.17
2,Before,39.38666667,70.60333333
3,Before,39.38666667,69.91333333
4,Before,39.38,69.20333333
5,Before,39.37,68.45666667
6,Before,39.37,67.80666667
7,Before,39.37,67.09
8,Before,39.4,67.16
9,Before,39.45,67.62666667
10,Before,39.48333333,67.92666667
11,Before,39.50333333,67.9
12,Before,39.54333333,68.50333333
13,Before,39.57333333,69.04666667
14,Before,39.61333333,69.49
15,Before,39.64666667,69.80666667
16,Before,39.67333333,70.08333333
17,Before,39.69333333,70.20666667
18,Before,39.69666667,70.25666667
19,Before,39.71333333,70.23
20,Before,39.73,70.09333333
21,Before,39.65,68.95
22,After,39.52,70.76666667
23,After,39.51666667,70.22666667
24,After,39.50666667,69.55
25,After,39.50333333,68.86333333
26,After,39.49333333,68.10333333
27,After,39.48666667,67.46666667
28,After,39.48,66.76333333
29,After,39.50666667,66.82666667
30,After,39.54666667,67.31333333
31,After,39.59,67.61666667
32,After,39.60333333,67.58333333
33,After,39.65333333,68.19
34,After,39.68333333,68.72333333
35,After,39.71,69.17333333
36,After,39.73,69.51
37,After,39.76333333,69.75666667
38,After,39.78,69.92
39,After,39.8,69.95
40,After,39.80666667,69.92666667
41,After,39.82,69.78666667
42,After,39.75666667,68.63333333
