Time,State,Temperature,Humidity
1,Before,40.67333333,69.35666667
2,Before,40.66666667,69.31666667
3,Before,40.67333333,69.15666667
4,Before,40.67333333,68.95333333
5,Before,40.67333333,68.68
6,Before,40.68,68.33
7,Before,40.69,67.92666667
8,Before,40.70666667,67.51
9,Before,40.70333333,66.89333333
10,Before,40.69666667,66.05666667
11,Before,40.72333333,65.79333333
12,Before,40.76666667,66.03666667
13,Before,40.80333333,66.28333333
14,Before,40.82,66.43666667
15,Before,40.82,65.80666667
16,Before,40.82,65.07333333
17,Before,40.83,64.42666667
18,Before,40.87333333,64.62333333
19,Before,40.94666667,66.35666667
20,Before,41.01,68.01
21,Before,41.01333333,67.92
22,After,40.77333333,68.92
23,After,40.77333333,68.88666667
24,After,40.77,68.73333333
25,After,40.77666667,68.51333333
26,After,40.78666667,68.21666667
27,After,40.79,67.87
28,After,40.8,67.48333333
29,After,40.81666667,67.04666667
30,After,40.81333333,66.43
31,After,40.81,65.6
32,After,40.84,65.30333333
33,After,40.87666667,65.58
34,After,40.91333333,65.79
35,After,40.92666667,65.94
36,After,40.93333333,65.32
37,After,40.93333333,64.58333333
38,After,40.94,63.95333333
39,After,40.97666667,64.13666667
40,After,41.06333333,65.84
41,After,41.12333333,67.49666667
42,After,41.12333333,67.43666667
