Time,State,Temperature,Humidity
1,Before,36.68,58.46333333
2,Before,36.69333333,58.00666667
3,Before,36.72333333,57.64666667
4,Before,36.75,57.43666667
5,Before,36.75,56.95666667
6,Before,36.75666667,56.31333333
7,Before,36.75666667,55.69333333
8,Before,36.75333333,55.04666667
9,Before,36.74,54.45
10,Before,36.72,53.88
11,Before,36.71,53.27666667
12,Before,36.71,52.65333333
13,Before,36.66333333,52.23333333
14,Before,36.65,51.71333333
15,Before,36.63333333,51.2
16,Before,36.6,50.8
17,Before,36.59,50.32333333
18,Before,36.58,49.76333333
19,Before,36.55,49.39333333
20,Before,36.52333333,49
21,Before,36.49333333,48.64666667
22,After,36.57333333,58.73666667
23,After,36.57666667,58.40666667
24,After,36.58,58.06666667
25,After,36.58666667,57.99333333
26,After,36.59333333,57.55333333
27,After,36.59333333,56.95333333
28,After,36.58333333,56.35333333
29,After,36.57333333,55.75666667
30,After,36.57666667,55.14
31,After,36.56,54.56666667
32,After,36.54666667,53.99666667
33,After,36.54,53.42
34,After,36.52,52.92333333
35,After,36.5,52.44
36,After,36.49,51.91
37,After,36.46333333,51.44333333
38,After,36.44666667,50.97666667
39,After,36.42666667,50.54333333
40,After,36.40666667,50.09666667
41,After,36.38333333,49.65666667
42,After,36.35666667,49.26666667
